"","wage","lnw","widowed","divorced","separated","nevermarried","married","weight","female","lhs","hsg","sc","cg","ad","mw","so","we","ne","exp1","exp2","exp3","exp4","occ","occ2","ind","ind2"
"14",41.2087912087912,3.71865161244761,0,0,0,0,1,1052.79,1,0,0,1,0,0,0,0,0,1,28.5,8.1225,23.149125,65.97500625,"1e+05","16","5690","9"
"15",11.0576923076923,2.40312632221592,0,0,0,1,0,1322.23,0,0,1,0,0,0,0,0,0,1,18,3.24,5.832,10.4976,"6260","19","770","4"
"16",9.24556213017751,2.22414366668748,0,0,0,0,1,572.58,0,0,0,1,0,0,0,0,0,1,19.5,3.8025,7.414875,14.45900625,"3930","12","7680","16"
"17",12.0192307692308,2.48650793115497,0,1,0,0,0,860.19,0,0,1,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"6730","19","770","4"
"18",13.9423076923077,2.63492793627325,0,0,0,1,0,1092.84,1,0,0,0,0,1,0,0,0,1,25,6.25,15.625,39.0625,"420","1","6990","12"
"19",28.8461538461538,3.36197666850887,0,0,0,1,0,1092.84,1,0,0,0,1,0,0,0,0,1,22,4.84,10.648,23.4256,"2015","6","9470","22"
"20",46.474358974359,3.83890074059918,0,0,0,0,1,326.71,1,0,0,0,0,1,0,0,0,1,15,2.25,3.375,5.0625,"2550","8","7860","17"
"21",21.6346153846154,3.07429459605709,0,0,0,0,1,326.71,0,0,0,0,1,0,0,0,0,1,18,3.24,5.832,10.4976,"3160","10","8090","18"
"22",20.1923076923077,3.00530172457014,0,0,0,0,1,319.72,0,0,0,0,1,0,0,0,0,1,20,4,8,16,"800","2","7280","14"
"23",17.7125506072875,2.87427346216374,0,0,0,0,1,319.72,1,0,0,1,0,0,0,0,0,1,15,2.25,3.375,5.0625,"5160","17","6880","12"
"24",20.1923076923077,3.00530172457014,0,0,0,0,1,338.26,0,0,0,1,0,0,0,0,0,1,32,10.24,32.768,104.8576,"3850","12","9470","22"
"25",10,2.30258509299405,0,1,0,0,0,681.06,0,0,1,0,0,0,0,0,0,1,25,6.25,15.625,39.0625,"7700","21","3770","6"
"26",26.4423076923077,3.27496529151924,0,0,0,0,1,687.1,1,0,0,0,0,1,0,0,0,1,36,12.96,46.656,167.9616,"2310","8","7860","17"
"27",7.30769230769231,1.988927534139,0,0,1,0,0,674.98,1,0,1,0,0,0,0,0,0,1,33,10.89,35.937,118.5921,"1e+05","16","7590","16"
"28",36.9230769230769,3.6088367464404,0,1,0,0,0,319.61,0,0,0,1,0,0,0,0,0,1,21.5,4.6225,9.938375,21.36750625,"1430","4","1870","5"
"29",26.2237762237762,3.26666648870455,0,1,0,0,0,352.1,0,0,1,0,0,0,0,0,0,1,33,10.89,35.937,118.5921,"6440","19","1870","5"
"30",11.7307692307692,2.46221523858593,0,0,0,1,0,419.72,1,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"1650","5","7460","14"
"31",18.3760683760684,2.91104918632395,0,0,0,0,1,335.96,1,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"2320","8","7860","17"
"32",39.9038461538462,3.68647271408337,0,0,0,0,1,335.96,0,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"1020","3","7460","14"
"33",10.0961538461538,2.3121545440102,0,0,0,0,1,330.59,1,1,0,0,0,0,0,0,0,1,13,1.69,2.197,2.8561,"4720","16","4970","9"
"34",20.7264957264957,3.03141286857383,0,0,0,0,1,331.83,1,0,0,0,0,1,0,0,0,1,14,1.96,2.744,3.8416,"2310","8","7860","17"
"35",20.5128205128205,3.02105008153828,0,0,0,0,1,331.83,0,0,0,0,0,1,0,0,0,1,11,1.21,1.331,1.4641,"2330","8","7860","17"
"36",11.6826923076923,2.45810845663328,0,0,0,0,1,372.18,0,0,1,0,0,0,0,0,0,1,25,6.25,15.625,39.0625,"9130","22","4870","9"
"37",28.8461538461538,3.36197666850887,0,0,0,0,1,535.33,0,0,1,0,0,0,0,0,0,1,38,14.44,54.872,208.5136,"5600","17","3680","6"
"38",23.0769230769231,3.13883311719466,0,1,0,0,0,535.33,1,0,0,0,0,1,0,0,0,1,33,10.89,35.937,118.5921,"2320","8","7860","17"
"39",40.0641025641026,3.69048073548091,0,0,0,0,1,635.09,1,0,0,0,0,1,0,0,0,1,18,3.24,5.832,10.4976,"3255","10","8190","18"
"40",57.6923076923077,4.05512384906882,0,1,0,0,0,587.33,1,0,0,0,0,1,0,0,0,1,38,14.44,54.872,208.5136,"710","2","7380","14"
"41",46.1538461538462,3.83198029775461,0,0,0,0,1,1123.51,0,0,0,1,0,0,0,0,0,1,13.5,1.8225,2.460375,3.32150625,"8220","21","3680","6"
"42",19.7115384615385,2.98120417299108,0,0,0,0,1,1123.51,1,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"2310","8","7860","17"
"43",19.2307692307692,2.95651156040071,0,0,0,1,0,1064.99,1,0,1,0,0,0,0,0,0,1,42,17.64,74.088,311.1696,"5120","17","7280","14"
"44",19.2307692307692,2.95651156040071,0,0,0,1,0,1064.99,0,0,1,0,0,0,0,0,0,1,37,13.69,50.653,187.4161,"5240","17","5680","9"
"45",14.957264957265,2.7051971321198,0,0,0,0,1,1123.51,1,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"3420","10","7480","14"
"46",22.5961538461538,3.11777970799683,0,0,0,0,1,1123.51,0,0,1,0,0,0,0,0,0,1,24,5.76,13.824,33.1776,"1e+05","20","770","4"
"47",12,2.484906649788,0,0,0,1,0,357.43,1,0,1,0,0,0,0,0,0,1,31,9.61,29.791,92.3521,"4040","13","8590","19"
"48",10.989010989011,2.39689577246529,0,0,0,0,1,645.68,1,0,0,1,0,0,0,0,0,1,19.5,3.8025,7.414875,14.45900625,"5000","17","5680","9"
"49",10.6837606837607,2.36872489549859,0,0,0,0,1,645.68,0,0,0,1,0,0,0,0,0,1,23.5,5.5225,12.977875,30.49800625,"7750","21","3960","6"
"50",9.61538461538461,2.26336437984076,0,0,0,0,1,932.99,0,0,1,0,0,0,0,0,0,1,24,5.76,13.824,33.1776,"9130","22","6170","10"
"51",12.2004048582996,2.50146913629512,1,0,0,0,0,471.37,1,0,1,0,0,0,0,0,0,1,32,10.24,32.768,104.8576,"4720","16","5380","9"
"52",38.4615384615385,3.64965874096066,0,0,0,0,1,595.77,0,0,1,0,0,0,0,0,0,1,22,4.84,10.648,23.4256,"4840","16","770","4"
"53",18.1818181818182,2.90042209374967,0,0,0,0,1,496.95,1,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"2310","8","7860","17"
"54",16.2393162393162,2.78743523035678,0,0,0,0,1,962.72,0,0,0,1,0,0,0,0,0,1,6.5,0.4225,0.274625,0.17850625,"120","1","6870","12"
"55",17.5824175824176,2.86689940171102,0,0,0,0,1,962.72,1,0,0,1,0,0,0,0,0,1,4,0.16,0.064,0.0256,"120","1","6870","12"
"56",23.0778846153846,3.1388747829933,0,0,0,0,1,1180.86,0,0,1,0,0,0,0,0,0,1,32,10.24,32.768,104.8576,"7340","20","9590","22"
"57",16.3461538461538,2.79399263090294,0,1,0,0,0,1109.93,1,0,1,0,0,0,0,0,0,1,28,7.84,21.952,61.4656,"4040","13","8660","20"
"58",19.2355769230769,2.95676152915592,0,0,0,0,1,590.52,1,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"2310","8","7860","17"
"59",17.5,2.86220088092947,0,0,0,0,1,590.52,0,0,0,1,0,0,0,0,0,1,6.5,0.4225,0.274625,0.17850625,"9510","22","3770","6"
"60",29.020979020979,3.36801898296484,0,0,0,0,1,1327.91,0,0,1,0,0,0,0,0,0,1,38,14.44,54.872,208.5136,"5510","17","6380","10"
"61",9.00307692307692,2.19756639925033,0,0,0,0,1,399.25,1,0,1,0,0,0,0,0,0,1,31,9.61,29.791,92.3521,"4300","15","8590","19"
"62",25.1278846153846,3.22397817035158,0,0,0,0,1,399.25,0,0,0,1,0,0,0,0,0,1,32.5,10.5625,34.328125,111.56640625,"1360","4","6270","10"
"63",21.6346153846154,3.07429459605709,0,0,0,0,1,551,0,0,0,0,0,1,0,0,0,1,11,1.21,1.331,1.4641,"3540","10","8190","18"
"64",25,3.2188758248682,0,0,0,0,1,551,1,0,0,0,0,1,0,0,0,1,8,0.64,0.512,0.4096,"230","1","7860","17"
"65",18.4615384615385,2.91568956588045,0,0,0,0,1,359.17,1,0,0,0,0,1,0,0,0,1,13,1.69,2.197,2.8561,"2310","8","7860","17"
"66",13.9423076923077,2.63492793627325,0,0,0,0,1,658.79,0,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"6220","19","770","4"
"67",33.6538461538462,3.51612734833613,0,0,0,0,1,663.03,0,0,0,0,0,1,0,0,0,1,4,0.16,0.064,0.0256,"3160","10","8190","18"
"68",12.9807692307692,2.5634689722911,0,0,0,0,1,488.52,1,0,0,1,0,0,0,0,0,1,18,3.24,5.832,10.4976,"3645","11","8190","18"
"69",16.3461538461538,2.79399263090294,0,0,0,0,1,488.52,0,0,1,0,0,0,0,0,0,1,22,4.84,10.648,23.4256,"9130","22","6170","10"
"70",21,3.04452243772342,0,0,0,0,1,830.54,0,0,0,1,0,0,0,0,0,1,35,12.25,42.875,150.0625,"6230","19","770","4"
"71",19.2307692307692,2.95651156040071,0,0,0,1,0,1390,1,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"3255","10","8190","18"
"72",14.1826923076923,2.65202236963255,0,0,0,0,1,356.57,0,0,1,0,0,0,0,0,0,1,35,12.25,42.875,150.0625,"9140","22","6190","10"
"73",17.3076923076923,2.85115104474288,0,0,0,1,0,419.72,1,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"4020","13","8270","18"
"74",24.0384615384615,3.17965511171492,0,0,0,0,1,335.96,0,0,1,0,0,0,0,0,0,1,25,6.25,15.625,39.0625,"6200","19","770","4"
"75",32.2115384615385,3.47232472567774,0,0,0,0,1,364.65,0,0,0,1,0,0,0,0,0,1,20,4,8,16,"1007","3","7380","14"
"76",13.3547008547009,2.5918684468128,0,1,0,0,0,314.34,1,0,0,1,0,0,0,0,0,1,30,9,27,81,"3600","11","8190","18"
"77",12.0192307692308,2.48650793115497,0,0,0,1,0,314.34,0,0,1,0,0,0,0,0,0,1,30,9,27,81,"4220","14","8270","18"
"78",14.4230769230769,2.66882948794893,0,0,0,0,1,689.63,0,0,1,0,0,0,0,0,0,1,33,10.89,35.937,118.5921,"8965","21","3770","6"
"79",14.4230769230769,2.66882948794893,0,0,0,0,1,689.63,1,0,1,0,0,0,0,0,0,1,27,7.29,19.683,53.1441,"5240","17","1480","5"
"80",14.4230769230769,2.66882948794893,0,0,0,0,1,585.65,0,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"940","2","7280","14"
"81",17.0940170940171,2.83872852474433,0,0,0,0,1,567.33,0,0,1,0,0,0,0,0,0,1,25,6.25,15.625,39.0625,"8030","21","3770","6"
"82",14.4230769230769,2.66882948794893,0,0,0,0,1,567.33,1,0,1,0,0,0,0,0,0,1,24,5.76,13.824,33.1776,"5240","17","3960","6"
"83",20.0160256410256,2.9965332347502,0,1,0,0,0,592.73,0,0,1,0,0,0,0,0,0,1,26,6.76,17.576,45.6976,"4850","16","4270","7"
"84",12.0192307692308,2.48650793115497,0,0,0,1,0,347.11,1,0,0,1,0,0,0,0,0,1,5.5,0.3025,0.166375,0.09150625,"3600","11","8270","18"
"85",26.9230769230769,3.29298379702192,0,0,0,0,1,535.33,0,0,0,0,1,0,0,0,0,1,38,14.44,54.872,208.5136,"5400","17","9480","22"
"86",29.3803418803419,3.38032580717707,0,0,0,0,1,601.65,1,0,0,1,0,0,0,0,0,1,31,9.61,29.791,92.3521,"3255","10","8190","18"
"87",19.9175824175824,2.99160288021198,0,1,0,0,0,301.99,1,0,0,1,0,0,0,0,0,1,21,4.41,9.261,19.4481,"4700","16","5170","9"
"88",9.23076923076923,2.22254238532051,0,1,0,0,0,300.87,1,0,1,0,0,0,0,0,0,1,12,1.44,1.728,2.0736,"4110","13","8680","20"
"89",13.4615384615385,2.59983661646198,0,0,0,1,0,549.94,1,0,0,1,0,0,0,0,0,1,20.5,4.2025,8.615125,17.66100625,"3645","11","8190","18"
"90",12.0978021978022,2.49302379955951,0,0,0,0,1,327.36,1,0,0,0,1,0,0,0,0,1,14,1.96,2.744,3.8416,"350","1","8190","18"
"91",41.3461538461538,3.72197940254028,0,0,0,0,1,327.36,0,0,0,0,1,0,0,0,0,1,13,1.69,2.197,2.8561,"1010","3","7380","14"
"92",20.1923076923077,3.00530172457014,0,0,0,0,1,526.65,0,0,0,1,0,0,0,0,0,1,28,7.84,21.952,61.4656,"2010","6","6990","12"
"93",12.5,2.52572864430826,0,0,0,0,1,568.13,0,0,1,0,0,0,0,0,0,1,35,12.25,42.875,150.0625,"4220","14","7860","17"
"94",26.9230769230769,3.29298379702192,0,0,0,0,1,536.4,0,0,0,0,1,0,0,0,0,1,28,7.84,21.952,61.4656,"1020","3","4170","7"
"95",14.033264033264,2.64143051376081,0,0,0,0,1,536.4,1,0,1,0,0,0,0,0,0,1,34,11.56,39.304,133.6336,"5400","17","7980","18"
"96",16.3461538461538,2.79399263090294,0,0,0,1,0,688.3,1,0,0,0,1,0,0,0,0,1,25,6.25,15.625,39.0625,"110","1","7870","17"
"97",25.328330206379,3.23192354026068,0,0,0,0,1,327.36,0,0,0,0,1,0,0,0,0,1,13,1.69,2.197,2.8561,"3740","12","9470","22"
"98",42.7884615384615,3.75626847601891,0,0,0,0,1,327.36,1,0,0,0,1,0,0,0,0,1,14,1.96,2.744,3.8416,"350","1","8190","18"
"99",21.6346153846154,3.07429459605709,0,0,0,0,1,1198.23,1,0,0,1,0,0,0,0,0,1,30.5,9.3025,28.372625,86.53650625,"640","2","6970","12"
"100",39.9038461538462,3.68647271408337,0,1,0,0,0,1226.5,0,0,0,1,0,0,0,0,0,1,37,13.69,50.653,187.4161,"810","2","9380","22"
"101",6.71761133603239,1.90473263539806,0,0,0,0,1,1126.26,0,0,0,1,0,0,0,0,0,1,22.5,5.0625,11.390625,25.62890625,"4720","16","4970","9"
"102",49.5192307692308,3.90236109451641,0,0,0,0,1,548.21,0,0,0,0,1,0,0,0,0,1,29,8.41,24.389,70.7281,"8600","21","570","3"
"103",12.5,2.52572864430826,0,0,0,0,1,536.4,1,0,1,0,0,0,0,0,0,1,34,11.56,39.304,133.6336,"3320","10","8190","18"
"104",11.5384615384615,2.44568593663472,0,1,0,0,0,1126.26,1,0,1,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"4610","15","8290","18"
"105",12.0192307692308,2.48650793115497,0,0,0,0,1,1175.77,1,0,0,1,0,0,0,0,0,1,35,12.25,42.875,150.0625,"3300","10","8190","18"
"106",27.4038461538462,3.31068337412132,0,0,0,0,1,1048.88,1,0,0,0,1,0,0,0,0,1,28,7.84,21.952,61.4656,"136","1","9480","22"
"107",32.6923076923077,3.48713981146288,0,1,0,0,0,621.8,0,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"9130","22","5680","9"
"108",16.025641025641,2.77419000360676,0,0,0,0,1,599.21,1,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"420","1","9170","21"
"109",29.8076923076923,3.39476649133186,0,0,0,0,1,599.21,0,0,0,0,0,1,0,0,0,1,8,0.64,0.512,0.4096,"1220","3","9370","22"
"110",21.1538461538462,3.05182174020503,0,1,0,0,0,1226.5,0,0,0,1,0,0,0,0,0,1,34,11.56,39.304,133.6336,"6320","19","770","4"
"111",21.978021978022,3.09004295302523,0,0,0,0,1,625.42,1,0,0,0,0,1,0,0,0,1,34,11.56,39.304,133.6336,"2310","8","7860","17"
"112",18.2692307692308,2.90521826601316,0,0,0,0,1,688.3,1,0,0,1,0,0,0,0,0,1,27,7.29,19.683,53.1441,"640","2","7860","17"
"113",27.8846153846154,3.32807511683319,0,0,0,1,0,581,0,0,1,0,0,0,0,0,0,1,16,2.56,4.096,6.5536,"6355","19","770","4"
"114",14.4230769230769,2.66882948794893,0,0,0,0,1,1370.81,1,0,1,0,0,0,0,0,0,1,27,7.29,19.683,53.1441,"5860","17","9370","22"
"115",21.6,3.07269331469012,0,0,0,1,0,1304.74,0,0,1,0,0,0,0,0,0,1,27,7.29,19.683,53.1441,"6320","19","770","4"
"116",24.0384615384615,3.17965511171492,0,1,0,0,0,581,1,0,0,1,0,0,0,0,0,1,16.5,2.7225,4.492125,7.41200625,"120","1","6870","12"
"117",24.7252747252747,3.20782598868162,0,1,0,0,0,581,0,0,0,1,0,0,0,0,0,1,25,6.25,15.625,39.0625,"3620","11","8190","18"
"118",18.2692307692308,2.90521826601316,0,0,0,0,1,702.9,0,0,0,0,1,0,0,0,0,1,10,1,1,1,"3535","10","3960","6"
"119",8.65384615384615,2.15800386418294,0,0,0,1,0,1275.11,0,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,"7410","20","570","3"
"120",22.6495726495727,3.12014098418251,0,0,0,0,1,290.99,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"4220","14","1590","5"
"121",33.6538461538462,3.51612734833613,0,0,0,0,1,326.71,0,0,0,0,0,1,0,0,0,1,18,3.24,5.832,10.4976,"5700","17","9470","22"
"122",17.9487179487179,2.88751868891376,0,0,0,0,1,347.11,0,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"4840","16","6690","11"
"123",23.5576923076923,3.1594524043974,0,0,0,0,1,347.11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"2100","7","9170","21"
"124",19.2307692307692,2.95651156040071,0,0,0,0,1,402.76,1,0,1,0,0,0,0,0,0,1,23,5.29,12.167,27.9841,"4700","16","4970","9"
"125",22.3613595706619,3.10733445013529,0,0,0,0,1,399.25,1,0,0,0,0,1,0,0,0,1,27,7.29,19.683,53.1441,"5000","17","9480","22"
"126",22.1153846153846,3.09627350277587,0,0,0,0,1,399.25,0,0,0,0,0,1,0,0,0,1,30,9,27,81,"1610","5","9570","22"
"127",35.7142857142857,3.57555076880693,0,1,0,0,0,393.14,1,0,0,0,0,1,0,0,0,1,5,0.25,0.125,0.0625,"3150","10","7860","17"
"128",19.2307692307692,2.95651156040071,0,0,0,1,0,415.03,0,0,1,0,0,0,0,0,0,1,6,0.36,0.216,0.1296,"7000","20","4690","9"
"129",13.1868131868132,2.57921732925924,0,0,0,1,0,434.48,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"4000","13","8680","20"
"130",27.4038461538462,3.31068337412132,1,0,0,0,0,325.15,1,0,0,0,0,1,0,0,0,1,16,2.56,4.096,6.5536,"2320","8","7860","17"
"131",25,3.2188758248682,0,0,0,0,1,389.3,0,0,0,1,0,0,0,0,0,1,17,2.89,4.913,8.3521,"110","1","8560","19"
"132",20.1923076923077,3.00530172457014,0,0,0,0,1,314.1,0,0,0,1,0,0,0,0,0,1,16,2.56,4.096,6.5536,"1550","4","3490","6"
"133",15.3846153846154,2.7333680090865,0,0,0,0,1,314.1,1,0,0,1,0,0,0,0,0,1,16,2.56,4.096,6.5536,"2010","6","8370","18"
"134",44.7115384615385,3.80023159944003,1,0,0,0,0,604.3,0,0,0,0,1,0,0,0,0,1,7,0.49,0.343,0.2401,"7340","20","4590","8"
"135",10.6837606837607,2.36872489549859,0,0,0,1,0,702.02,1,0,0,1,0,0,0,0,0,1,6.5,0.4225,0.274625,0.17850625,"4300","15","8590","19"
"136",10.0961538461538,2.3121545440102,0,0,1,0,0,594.27,1,0,1,0,0,0,0,0,0,1,6,0.36,0.216,0.1296,"5400","17","9090","21"
"137",26.2237762237762,3.26666648870455,0,0,0,0,1,575.68,0,0,0,0,0,1,0,0,0,1,16,2.56,4.096,6.5536,"230","1","7860","17"
"138",12.6923076923077,2.54099611643904,0,0,0,0,1,575.68,1,0,0,0,1,0,0,0,0,1,17,2.89,4.913,8.3521,"2300","8","7860","17"
"139",15.3846153846154,2.7333680090865,0,0,0,0,1,572.48,1,0,1,0,0,0,0,0,0,1,36,12.96,46.656,167.9616,"5000","17","8190","18"
"140",13.3547008547009,2.5918684468128,0,0,0,0,1,563.68,0,0,0,0,1,0,0,0,0,1,6,0.36,0.216,0.1296,"3600","11","8190","18"
"141",21.6346153846154,3.07429459605709,0,0,0,0,1,563.68,1,0,0,0,1,0,0,0,0,1,6,0.36,0.216,0.1296,"5120","17","8190","18"
"142",22.8937728937729,3.13086494754549,0,1,0,0,0,581.27,0,0,0,1,0,0,0,0,0,1,32,10.24,32.768,104.8576,"5000","17","8190","18"
"143",20.979020979021,3.04352293739034,0,0,0,0,1,565.05,0,0,1,0,0,0,0,0,0,1,33,10.89,35.937,118.5921,"9130","22","2890","6"
"144",11.5384615384615,2.44568593663472,0,0,0,1,0,300.63,1,0,0,1,0,0,0,0,0,1,8.5,0.7225,0.614125,0.52200625,"3600","11","8190","18"
"145",17.7884615384615,2.878550018931,0,0,0,1,0,286.79,1,0,0,0,0,1,0,0,0,1,11,1.21,1.331,1.4641,"2310","8","7860","17"
"146",30.7884615384615,3.42713999441529,0,0,0,0,1,366.8,1,0,0,1,0,0,0,0,0,1,26,6.76,17.576,45.6976,"3255","10","8170","18"
"147",31.25,3.44201937618241,0,1,0,0,0,687.75,1,0,1,0,0,0,0,0,0,1,27,7.29,19.683,53.1441,"4800","16","7470","14"
"148",26.4423076923077,3.27496529151924,0,0,0,0,1,586.82,1,0,1,0,0,0,0,0,0,1,40,16,64,256,"4710","16","6990","12"
"149",19.2307692307692,2.95651156040071,0,0,0,1,0,502.86,0,0,0,0,1,0,0,0,0,1,11,1.21,1.331,1.4641,"6200","19","770","4"
"150",14.4230769230769,2.66882948794893,0,1,0,0,0,514.38,0,0,1,0,0,0,0,0,0,1,44,19.36,85.184,374.8096,"9130","22","2570","6"
"151",7.37179487179487,1.99766121410776,0,0,0,0,1,609.15,0,0,0,0,0,1,0,0,0,1,31,9.61,29.791,92.3521,"10","1","4970","9"
"152",16.304347826087,2.79143181004126,0,0,0,1,0,536.43,1,0,0,1,0,0,0,0,0,1,24.5,6.0025,14.706125,36.03000625,"20","1","5480","9"
"153",21.3679487179487,3.06189207585854,0,0,1,0,0,536.43,1,0,0,1,0,0,0,0,0,1,20,4,8,16,"5700","17","7980","18"
"154",22.8365384615385,3.12836181732737,0,0,0,0,1,301.75,0,0,1,0,0,0,0,0,0,1,24,5.76,13.824,33.1776,"1060","3","6780","11"
"155",93.75,4.54063166485052,0,0,0,0,1,301.75,1,0,1,0,0,0,0,0,0,1,22,4.84,10.648,23.4256,"1006","3","7380","14"
"156",8.24230769230769,2.10928036445805,0,1,0,0,0,560.83,0,1,0,0,0,0,0,0,0,1,36,12.96,46.656,167.9616,"4110","13","8590","19"
"157",19.2307692307692,2.95651156040071,0,0,0,1,0,664.49,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"4800","16","7390","14"
"158",14.4230769230769,2.66882948794893,0,0,0,1,0,664.49,1,0,1,0,0,0,0,0,0,1,5,0.25,0.125,0.0625,"430","1","7390","14"
"159",12.5,2.52572864430826,0,0,0,0,1,586.86,1,0,1,0,0,0,0,0,0,1,43,18.49,79.507,341.8801,"5320","17","7870","17"
"160",12,2.484906649788,0,0,0,1,0,1017.93,0,0,0,1,0,0,0,0,0,1,4.5,0.2025,0.091125,0.04100625,"6330","19","770","4"
"161",33.6538461538462,3.51612734833613,0,0,0,0,1,601.17,0,0,0,1,0,0,0,0,0,1,29,8.41,24.389,70.7281,"8650","21","1990","5"
"162",23.0769230769231,3.13883311719466,0,0,0,0,1,595.9,0,0,0,0,1,0,0,0,0,1,13,1.69,2.197,2.8561,"4710","16","6990","12"
"163",16.8605769230769,2.82497817043886,0,0,0,0,1,595.9,1,0,1,0,0,0,0,0,0,1,21,4.41,9.261,19.4481,"4220","14","7690","16"
"164",16.8269230769231,2.82298016777619,0,0,0,1,0,537.73,0,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"5400","17","4870","9"
"165",45.6730769230769,3.82150899788731,0,0,1,0,0,537.73,1,0,0,0,0,1,0,0,0,1,12,1.44,1.728,2.0736,"1050","3","7380","14"
"166",43.8034188034188,3.77971186920885,0,0,0,0,1,372.05,0,0,0,0,1,0,0,0,0,1,9,0.81,0.729,0.6561,"3255","10","8190","18"
"167",23.5042735042735,3.15718225586286,0,0,0,0,1,323.8,0,0,0,0,1,0,0,0,0,1,16,2.56,4.096,6.5536,"4700","16","5170","9"
"168",46.1538461538462,3.83198029775461,0,0,0,0,1,337.89,0,0,0,0,1,0,0,0,0,1,22,4.84,10.648,23.4256,"4700","16","4970","9"
"169",24.0384615384615,3.17965511171492,0,0,0,0,1,502.46,1,0,0,0,1,0,0,0,0,1,14,1.96,2.744,3.8416,"3255","10","8190","18"
"170",19.2307692307692,2.95651156040071,0,0,0,0,1,502.46,0,0,0,1,0,0,0,0,0,1,25,6.25,15.625,39.0625,"7200","20","8770","21"
"171",29.7435897435897,3.39261363797076,0,0,0,0,1,601.17,0,0,1,0,0,0,0,0,0,1,36,12.96,46.656,167.9616,"220","1","770","4"
"172",19.2307692307692,2.95651156040071,0,0,0,0,1,557.95,1,0,1,0,0,0,0,0,0,1,43,18.49,79.507,341.8801,"5860","17","7870","17"
"173",30.7692307692308,3.42651518964645,0,0,0,0,1,601.17,0,0,0,1,0,0,0,0,0,1,37.5,14.0625,52.734375,197.75390625,"7000","20","3680","6"
