Date,Shopping Event?,Ad Spend,Page Views,Unit Price,Sold Units,Revenue,Operational Cost,Profit
2021-05-30,False,1166.4191298084984,11755,999.0,2344,2341656.0,1673181.5142189998,668474.4857810002
2021-05-31,False,1469.1026440901462,11865,999.0,2398,2395602.0,1700475.6672809327,695126.3327190673
2021-06-01,False,1217.6306649532664,11757,999.0,2305,2302695.0,1653718.2891767444,648976.7108232556
2021-06-02,False,1281.2376981795514,11615,999.0,2339,2336661.0,1670789.974004505,665871.025995495
2021-06-03,False,1297.5831335948894,11870,999.0,2349,2346651.0,1675808.1606725936,670842.8393274064
2021-06-04,False,1411.2686381801018,11742,999.0,2346,2343654.0,1674420.241008487,669233.7589915129
2021-06-05,False,1437.6939846212097,11868,999.0,2381,2378619.0,1691952.0160176125,686666.9839823875
2021-06-06,False,1155.629080459445,11658,999.0,2303,2300697.0,1652669.0333836393,648027.9666163607
2021-06-07,False,1270.7617440844294,11763,999.0,2360,2357640.0,1681274.1824924753,676365.8175075247
2021-06-08,False,1437.1419551341828,11752,999.0,2387,2384613.0,1694947.8482384386,689665.1517615614
2021-06-09,False,1427.2133223023354,11795,999.0,2379,2376621.0,1690944.6039726562,685676.3960273438
2021-06-10,False,1140.9655033809665,11729,999.0,2320,2317680.0,1661154.0315636154,656525.9684363846
2021-06-11,False,1162.5533395471853,11379,999.0,2269,2266731.0,1635667.0495074622,631063.9504925378
2021-06-12,False,1221.6794766397632,11737,999.0,2363,2360637.0,1682725.789981098,677911.2100189021
2021-06-13,False,1130.143627633336,11629,999.0,2287,2284713.0,1644637.6366231833,640075.3633768167
2021-06-14,False,1269.8652011362371,11633,999.0,2276,2273724.0,1639271.9765788275,634452.0234211725
2021-06-15,False,1143.0470820598327,11661,999.0,2335,2332665.0,1668645.6535934666,664019.3464065334
2021-06-16,False,1327.287037467938,11734,999.0,2302,2299698.0,1652332.4390211776,647365.5609788224
2021-06-17,False,1198.6227759244625,11644,999.0,2357,2354643.0,1679709.4149436883,674933.5850563117
2021-06-18,False,1338.573226139849,11743,999.0,2349,2346651.0,1675853.3478540063,670797.6521459937
2021-06-19,False,1147.010257161455,11703,999.0,2367,2364633.0,1684649.7613443993,679983.2386556007
2021-06-20,False,1490.3535473674133,11844,999.0,2384,2381616.0,1693494.7236244958,688121.2763755042
2021-06-21,False,1473.0244815429362,12012,999.0,2316,2313684.0,1659480.0061789304,654203.9938210696
2021-06-22,False,1256.7187754258662,11731,999.0,2404,2401596.0,1703263.0705394112,698332.9294605888
2021-06-23,False,1196.8714376504342,11906,999.0,2408,2405592.0,1705202.9082045201,700389.0917954799
2021-06-24,False,1200.159285141429,11696,999.0,2209,2206791.0,1605717.5285812002,601073.4714187998
2021-06-25,False,1293.357414080957,11719,999.0,2390,2387610.0,1696297.535758442,691312.464241558
2021-06-26,False,1115.9971207602869,11459,999.0,2314,2311686.0,1658116.2422530823,653569.7577469177
2021-06-27,False,1355.8820424300507,11555,999.0,2352,2349648.0,1677375.7789732052,672272.2210267948
2021-06-28,False,1263.3211633358978,11543,999.0,2332,2329668.0,1667267.0528464657,662400.9471535343
2021-06-29,False,1250.962629035555,11855,999.0,2320,2317680.0,1661252.372996351,656427.627003649
2021-06-30,False,1423.7459885956794,11620,999.0,2312,2309688.0,1657433.1641433397,652254.8358566603
2021-07-01,False,1383.614184073316,11800,999.0,2351,2348649.0,1676890.6425300357,671758.3574699643
2021-07-02,False,1481.7335261570768,11769,999.0,2320,2317680.0,1661495.5218958757,656184.4781041243
2021-07-03,False,1240.7744961982762,12041,999.0,2448,2445552.0,1725270.0269920388,720281.9730079612
2021-07-04,False,1459.017105859762,11688,999.0,2242,2239758.0,1622464.7346257719,617293.2653742281
2021-07-05,False,1407.9868745000356,11671,999.0,2307,2304693.0,1654908.445629992,649784.554370008
2021-07-06,False,1242.9698606378852,11721,999.0,2342,2339658.0,1672253.5405035526,667404.4594964474
2021-07-07,False,1348.666174581303,11902,999.0,2303,2300697.0,1652866.9131052135,647830.0868947865
2021-07-08,False,1215.4279830606783,11727,999.0,2261,2258739.0,1631717.8453659436,627021.1546340564
2021-07-09,False,1449.759966829937,11657,999.0,2387,2384613.0,1694951.2114850213,689661.7885149787
2021-07-10,False,1144.9709268849244,11767,999.0,2350,2347650.0,1676149.9908535236,671500.0091464764
2021-07-11,False,1184.9737445176165,11484,999.0,2335,2332665.0,1668691.8970329284,663973.1029670716
2021-07-12,False,1173.2133168319685,11726,999.0,2331,2328669.0,1666683.3360672595,661985.6639327405
2021-07-13,False,1261.2104009617155,11990,999.0,2482,2479518.0,1742261.632172089,737256.3678279109
2021-07-14,False,1398.0931840128517,11811,999.0,2306,2303694.0,1654404.3132886605,649289.6867113395
2021-07-15,False,1310.762979620872,11879,999.0,2388,2385612.0,1695314.838340903,690297.1616590971
2021-07-16,False,1295.070529415283,11732,999.0,2306,2303694.0,1654303.5849934015,649390.4150065985
2021-07-17,False,1100.2183859587983,11600,999.0,2337,2334663.0,1669603.6002186462,665059.3997813538
2021-07-18,False,1270.1606901420218,11891,999.0,2334,2331666.0,1668277.8503675468,663388.1496324532
2021-07-19,False,1125.4215099344633,11718,999.0,2367,2364633.0,1684631.4864866196,680001.5135133804
2021-07-20,False,1183.3013008485937,11725,999.0,2301,2298699.0,1651683.427432272,647015.5725677281
2021-07-21,False,1472.9575755841977,11817,999.0,2363,2360637.0,1682976.1818528129,677660.8181471871
2021-07-22,False,1186.1592817372953,11766,999.0,2362,2359638.0,1682202.2343651624,677435.7656348376
2021-07-23,False,1443.335055453705,11959,999.0,2397,2394603.0,1699961.3591565387,694641.6408434613
2021-07-24,False,1421.1573486245338,11926,999.0,2465,2462535.0,1733933.7080275891,728601.2919724109
2021-07-25,False,1163.6584947768972,11595,999.0,2371,2368629.0,1686663.788832371,681965.2111676291
2021-07-26,False,1342.2847829081115,11667,999.0,2355,2352645.0,1678849.28835628,673795.71164372
2021-07-27,False,1146.2647487620054,11723,999.0,2382,2379618.0,1692148.4174811072,687469.5825188928
2021-07-28,False,1391.1552633478045,11634,999.0,2360,2357640.0,1681400.1861478966,676239.8138521034
2021-07-29,False,1354.9849109488828,11784,999.0,2297,2294703.0,1649885.0592829934,644817.9407170066
2021-07-30,False,1424.7754246764077,11679,994.9723749324899,2928,2913279.11380233,1965448.080097253,947831.0337050771
2021-07-31,False,1291.7538197556753,11737,999.0,2263,2260737.0,1632797.4318526327,627939.5681473673
2021-08-01,False,1465.9452351333532,11690,999.0,2306,2303694.0,1654492.6184560223,649201.3815439777
2021-08-02,False,1119.739578715376,11528,999.0,2291,2288709.0,1646619.740262241,642089.2597377589
2021-08-03,False,1217.155426010806,11836,999.0,2366,2363634.0,1684239.5699156888,679394.4300843112
2021-08-04,False,1386.0210389860667,11724,999.0,2368,2365632.0,1685389.6213363144,680242.3786636856
2021-08-05,False,1267.2436846992005,11844,999.0,2358,2355642.0,1680273.418623515,675368.5813764851
2021-08-06,False,1169.1805417084624,11659,999.0,2461,2458539.0,1731678.8027655205,726860.1972344795
2021-08-07,False,1142.8842981714183,11667,999.0,2288,2285712.0,1645147.5897872834,640564.4102127166
2021-08-08,True,2994.4007896476796,21716,965.5177035644367,5960,5754485.513244043,3482996.7588317017,2271488.7544123414
2021-08-09,False,1289.2571913862575,11713,999.0,2366,2363634.0,1684296.0450843284,679337.9549156716
2021-08-10,False,1452.9134687676428,11862,999.0,2376,2373624.0,1689464.4496490834,684159.5503509166
2021-08-11,False,1393.3156537266905,11891,999.0,2410,2407590.0,1706398.862981785,701191.1370182149
2021-08-12,False,1263.8904822522975,11796,999.0,2322,2319678.0,1662265.1264898665,657412.8735101335
2021-08-13,False,1249.4044056622733,11775,999.0,2241,2238759.0,1621750.7653827225,617008.2346172775
2021-08-14,False,1306.2553386605007,11926,999.0,2402,2399598.0,1702323.3107627244,697274.6892372756
2021-08-15,False,1455.6239812758915,11749,999.0,2341,2338659.0,1671968.1949455182,666690.8050544818
2021-08-16,False,1394.911431885667,11881,999.0,2398,2395602.0,1700418.097681764,695183.902318236
2021-08-17,False,1102.0611857076092,11397,999.0,2205,2202795.0,1603602.9045649595,599192.0954350405
2021-08-18,False,1377.6631405476503,11808,999.0,2309,2306691.0,1655880.6398730706,650810.3601269294
2021-08-19,False,1467.8029627623282,11981,999.0,2438,2435562.0,1720471.1932915193,715090.8067084807
2021-08-20,False,1384.1823038017967,11698,999.0,2312,2309688.0,1657384.526341294,652303.4736587061
2021-08-21,False,1170.8023126269984,11680,999.0,2271,2268729.0,1636675.9950045128,632053.0049954872
2021-08-22,False,1293.4072509709836,11808,999.0,2364,2361636.0,1683300.1330819477,678335.8669180523
2021-08-23,False,1156.1264071693677,11543,999.0,2337,2334663.0,1669667.8625194267,664995.1374805733
2021-08-24,False,1243.5981113358528,11772,999.0,2433,2430567.0,1717759.5204062124,712807.4795937876
2021-08-25,False,1474.846816776207,11916,999.0,2466,2463534.0,1734474.9833087842,729059.0166912158
2021-08-26,False,1469.3221230234833,11855,999.0,2396,2393604.0,1699470.3055779254,694133.6944220746
2021-08-27,False,1213.1347408704332,11806,999.0,2350,2347650.0,1676221.6335116196,671428.3664883804
2021-08-28,False,1235.8524176664796,11617,999.0,2422,2419578.0,1712240.8022747654,707337.1977252346
2021-08-29,True,2505.8663838253083,20892,860.1931181107782,6128,5271263.4277828485,3566516.553692409,1704746.8740904396
2021-08-30,False,1485.2789181041521,11893,999.0,2322,2319678.0,1662487.6175822103,657190.3824177897
2021-08-31,False,1159.1205336261562,11554,999.0,2272,2269728.0,1637160.1385846932,632567.8614153068
2021-09-01,False,1202.7666574746677,11573,999.0,2437,2434563.0,1719704.257429102,714858.742570898
2021-09-02,False,1449.4227309163086,11724,999.0,2254,2251746.0,1628456.4036933412,623289.5963066588
2021-09-03,True,2333.5074657912755,19281,998.9862294037632,5210,5204718.255193606,3107342.038947436,2097376.21624617
2021-09-04,False,1459.5844368908126,11690,999.0,2306,2303694.0,1654465.6318448524,649228.3681551476
2021-09-05,False,1174.2071590092705,11505,999.0,2345,2342655.0,1673688.296068629,668966.703931371
2021-09-06,False,1313.0674349885444,11805,999.0,2335,2332665.0,1668822.8784511504,663842.1215488496
2021-09-07,False,1230.5078530597489,11782,999.0,2340,2337660.0,1671232.1596837398,666427.8403162602
2021-09-08,False,1226.6170239569904,11838,999.0,2389,2386611.0,1695726.783482512,690884.216517488
2021-09-09,False,1278.7507855784797,11738,999.0,2296,2293704.0,1649280.1601122855,644423.8398877145
2021-09-10,False,1273.2309796405075,11520,999.0,2234,2231766.0,1618280.4827009412,613485.5172990588
2021-09-11,False,1242.9387518711817,11770,999.0,2386,2383614.0,1694250.8961600221,689363.1038399779
2021-09-12,False,1465.9883081262474,11799,999.0,2388,2385612.0,1695467.752693539,690144.247306461
2021-09-13,False,1392.697674173157,11784,999.0,2312,2309688.0,1657409.0320194713,652278.9679805287
2021-09-14,False,1391.0187965326118,11874,999.0,2310,2307690.0,1656392.5722943307,651297.4277056693
2021-09-15,False,1215.9653798367822,11560,999.0,2318,2315682.0,1660221.43963982,655460.56036018
2021-09-16,False,1331.0837697267361,11685,999.0,2269,2266731.0,1635832.5213728389,630898.4786271611
2021-09-17,False,1411.6717733207336,11635,999.0,2290,2287710.0,1646412.973983113,641297.026016887
2021-09-18,True,2879.234763031327,20719,942.4370480596212,6015,5668758.844078622,3510381.506482546,2158377.3375960756
2021-09-19,False,1237.812184301725,11935,999.0,2420,2417580.0,1711248.3494755828,706331.6505244172
2021-09-20,False,1408.3491026274592,11743,999.0,2375,2372625.0,1688923.6666328716,683701.3333671284
2021-09-21,False,1394.3575587230932,11749,999.0,2361,2358639.0,1681897.6224945604,676741.3775054396
2021-09-22,True,2710.3368289742134,19367,961.1392692002911,5572,5355468.007984022,3288725.005280679,2066743.0027033426
2021-09-23,False,1446.378187426591,11708,999.0,2347,2344653.0,1674951.9194761016,669701.0805238984
2021-09-24,False,1276.5285880721644,11618,999.0,2296,2293704.0,1649286.1953418006,644417.8046581994
2021-09-25,False,1294.5641795554661,11679,999.0,2305,2302695.0,1653796.9659760427,648898.0340239573
2021-09-26,False,1279.347671559199,11731,999.0,2405,2402595.0,1703780.3508158957,698814.6491841043
2021-09-27,False,1327.1384005910031,11773,999.0,2324,2321676.0,1663336.5263151599,658339.4736848401
2021-09-28,False,1348.4676989468219,11800,999.0,2386,2383614.0,1694360.525884511,689253.474115489
2021-09-29,False,1299.2718263051775,11846,999.0,2414,2411586.0,1708303.4615464127,703282.5384535873
2021-09-30,False,1446.7154173036383,11834,999.0,2298,2295702.0,1650447.6179180034,645254.3820819966
