,dsp_spend,sp_spend,dpv,discount,sale,activity_date,year,quarter,month,special_shopping_event,other_shopping_event
48,14422.415059314482,2747.492969891934,98250.7696197148,33083.89481779225,216998.5494920225,2023-02-18,2023,1,2,0,0
49,11784.046637208296,2592.510756867855,53842.59049373436,3823.610171729632,82809.80346490056,2023-02-19,2023,1,2,0,0
50,15912.92447096838,2808.994964560031,131736.0206075616,64288.746016589655,490962.29641414376,2023-02-20,2023,1,2,0,0
51,18440.875383941304,2945.142469764703,204653.82556438152,20419.00899659541,789542.4818763889,2023-02-21,2023,1,2,0,0
52,16818.350189806464,2856.621555079898,155403.85425708417,7512.626077794378,485426.3412582249,2023-02-22,2023,1,2,0,0
53,13822.971058619722,2704.5083968224126,86562.65063991075,42809.93640797532,194743.0963947549,2023-02-23,2023,1,2,0,0
54,12615.044524803958,2659.0562622565567,65949.07358646176,15136.21795742132,105531.80763650234,2023-02-24,2023,1,2,0,0
55,19582.877999353743,2998.268242241312,244929.3534708063,78737.22670278391,1376639.848604557,2023-02-25,2023,1,2,0,0
56,13314.786144651727,2679.09688347003,77425.03345632256,11361.562984496177,142010.50335887677,2023-02-26,2023,1,2,0,0
57,12500.483925965787,2637.0239046946526,64174.68963345611,5821.774362994604,107688.2445679445,2023-02-27,2023,1,2,0,0
58,16470.183715350522,2841.0832324023904,146002.59286072702,42704.13997812481,453505.9903868763,2023-02-28,2023,1,2,0,0
59,11192.564699099445,2563.3367125250743,46216.48371050753,7851.481336435534,61396.61740223998,2023-03-01,2023,1,3,0,0
60,18410.461969863933,2948.827629658307,203646.06349207283,93613.2353808986,1276761.1162587996,2023-03-02,2023,1,3,0,0
61,15382.814053587828,2778.556773993402,119063.19243782996,13884.77394907394,298697.41476447426,2023-03-03,2023,1,3,0,0
62,15218.37881858589,2780.727763481268,115311.10420007331,14571.950730706783,281943.29254432843,2023-03-04,2023,1,3,0,0
63,18241.57143227616,2930.0385740631204,198104.1082079558,76291.33215317283,992395.3612636012,2023-03-05,2023,1,3,0,0
64,10669.97371038191,2547.259025164454,40118.8094032632,12847.870271258387,44801.99949720568,2023-03-06,2023,1,3,0,0
65,15426.730313702496,2777.887768080937,120074.19143511802,46608.29481342147,339251.9930318989,2023-03-07,2023,1,3,0,0
66,11138.47583858753,2578.4618577234182,45571.78693337313,13182.381069312254,55906.00453553141,2023-03-08,2023,1,3,0,0
67,15806.084367185267,2815.233665413542,129122.3292101524,59030.75432821032,441623.8991178104,2023-03-09,2023,1,3,0,0
68,15127.423225286808,2766.693619694508,113262.93301371323,27593.05587372291,272525.1146518174,2023-03-10,2023,1,3,0,0
69,12939.505398534831,2665.162983826315,71113.12691181705,13874.644613204546,121066.52816538872,2023-03-11,2023,1,3,0,0
70,15855.848764013175,2797.387271215214,130318.90213481108,59784.86082807257,452208.1100568039,2023-03-12,2023,1,3,0,0
71,10547.563592596249,2544.400343106592,38777.41296202207,10701.878144788603,43489.20721273093,2023-03-13,2023,1,3,0,0
72,15957.24755913394,2806.741400465455,132828.5982072106,55976.6824377499,441339.14015946497,2023-03-14,2023,1,3,0,0
73,10290.727182137962,2532.438514279996,36049.29522097757,17637.49738999559,34449.605859722345,2023-03-15,2023,1,3,0,0
74,13530.154207001,2692.264311135318,81214.53078954491,18497.10473204938,150413.1194952148,2023-03-16,2023,1,3,0,0
75,12630.44318562225,2637.583652130219,66170.56153663639,12657.955041362957,107451.0390392414,2023-03-17,2023,1,3,0,0
76,10681.93198581304,2545.5483945427704,40252.13368157131,15640.299267366909,43387.41694127486,2023-03-18,2023,1,3,0,0
77,11274.945668686098,2576.4701064509,47238.88138617648,14966.59438968322,58379.60059082887,2023-03-19,2023,1,3,0,0
78,16651.488103381602,2843.234540694281,150842.09675913482,67200.78617290665,612544.329617196,2023-03-20,2023,1,3,0,0
79,17614.43330233067,2908.2274549979124,178449.9292243028,24740.486207543767,614860.8086578686,2023-03-21,2023,1,3,0,0
80,15445.724959972817,2798.003548960506,120535.70782863908,7148.31127459362,310550.1781464028,2023-03-22,2023,1,3,0,0
81,17446.47771716684,2882.1883016359734,173397.60979015206,9770.30242928656,588504.6191153652,2023-03-23,2023,1,3,0,0
82,17797.665043290275,2914.703776422576,184045.71220563017,26626.974732505343,651303.2803783474,2023-03-24,2023,1,3,0,0
83,14278.671622616792,2718.5870676261466,95344.85961460984,11637.62841841074,203550.2989575229,2023-03-25,2023,1,3,0,0
84,10176.08517787648,2526.929049854561,34877.586646981166,2195.115698577836,43594.021454897615,2023-03-26,2023,1,3,0,0
85,19824.518760738163,3002.241647162648,254074.70814131555,52623.70192730116,1241036.3991656953,2023-03-27,2023,1,3,0,0
86,17300.120375733488,2882.046796350332,169090.07367217712,46680.114954082645,596180.8374987629,2023-03-28,2023,1,3,0,0
87,15608.544317325272,2805.480691049104,124360.5901083492,34435.26106654667,328778.64224664023,2023-03-29,2023,1,3,0,0
88,14240.176228040344,2723.645571573299,94582.45234254484,48042.84578437429,240572.3419546376,2023-03-30,2023,1,3,0,0
89,17473.296936948256,2885.897725983263,174203.72209332045,57400.558005078245,677410.7771209874,2023-03-31,2023,1,3,0,0
90,11530.142276238525,2591.231507435492,50482.40888692829,23882.137326387936,64158.69212168231,2023-04-01,2023,2,4,0,0
91,13909.271758693329,2696.6008857456736,88171.16669982174,27856.24599558347,175346.80755253576,2023-04-02,2023,2,4,0,0
92,16658.074311113232,2848.395493553576,151024.57988789663,56196.1486325087,536364.0409707661,2023-04-03,2023,2,4,0,0
93,11640.33768834339,2584.6530156019635,51921.544066432536,20905.90014990672,67353.67970385434,2023-04-04,2023,2,4,0,0
94,19452.3373911238,2982.444551976051,240071.4717053392,7694.110207657396,1066871.6102695498,2023-04-05,2023,2,4,0,0
95,11721.863606201612,2625.202692967724,53028.86298339655,3942.747828759641,80680.84916045483,2023-04-06,2023,2,4,0,0
96,14084.92948012886,2718.7029458998923,91542.33077183044,7368.115329991868,192969.92179395407,2023-04-07,2023,2,4,0,0
97,11269.30183548332,2591.2587233528548,47176.17982520386,14529.27534796175,58573.54716729156,2023-04-08,2023,2,4,0,0
98,18796.17079381625,2960.475981035944,216666.6842895663,42492.75149310147,902368.5479433454,2023-04-09,2023,2,4,0,0
99,18416.99258959516,2928.2993583378284,203846.4013728909,82285.09932656371,1105594.0364351966,2023-04-10,2023,2,4,0,0
100,11019.829811333026,2562.6105532128045,44136.28509626541,1400.461063688743,62812.80660505394,2023-04-11,2023,2,4,0,0
101,18249.80711047113,2917.587142500988,198360.138947352,63159.10105517398,872932.7631089498,2023-04-12,2023,2,4,0,0
102,15589.780730662587,2798.778381717195,123913.49368934042,41099.82507666839,340209.335010059,2023-04-13,2023,2,4,0,0
103,11792.458774308208,2602.2451092210404,53964.30474935124,5297.01596245693,81688.89247074908,2023-04-14,2023,2,4,0,0
104,14439.120060202697,2742.832819093503,98582.07559795296,11820.680430912593,215400.83531745608,2023-04-15,2023,2,4,0,0
105,19555.69109154084,2989.806621895912,243903.8137683073,93935.07201297669,1591253.8481571798,2023-04-16,2023,2,4,0,0
106,14156.112267655317,2728.608809431603,92931.8313542938,42640.77921630231,216679.6132221676,2023-04-17,2023,2,4,0,0
107,16723.943405857008,2849.21970906308,152813.60652158182,68336.29184383912,633009.0506015444,2023-04-18,2023,2,4,0,0
108,14984.025225268178,2761.082987147742,110085.73789151496,14243.848689314584,259958.07739673727,2023-04-19,2023,2,4,0,0
109,16135.795717900935,2815.6269302832457,137313.39611432186,59410.02662171725,484003.89863521344,2023-04-20,2023,2,4,0,0
110,12877.465260628278,2664.30304508452,70105.07044554866,11019.804936812568,120005.58879683766,2023-04-21,2023,2,4,0,0
111,17872.69714402296,2921.804188633011,186376.4717325997,64250.023178389885,800886.7699220077,2023-04-22,2023,2,4,0,0
112,18435.698905182373,2936.481650008607,204472.08159146423,101247.39077095588,1426909.5570265255,2023-04-23,2023,2,4,0,0
113,16023.848515561263,2805.8698538581034,134489.86176819462,41442.34685372269,391164.9033160156,2023-04-24,2023,2,4,0,0
114,19003.176276897346,2964.675594967593,223871.95995204087,67008.86081754284,1089172.785048267,2023-04-25,2023,2,4,0,0
115,17523.986750251202,2880.8852759030187,175699.87152338328,38169.061872892606,612560.2116756208,2023-04-26,2023,2,4,0,0
116,14227.38011359147,2721.365244217135,94338.09237971144,33482.895832123366,203011.77910239185,2023-04-27,2023,2,4,0,0
117,18438.518101175978,2941.102441362834,204568.6282925311,2909.811662476893,800393.7569381781,2023-04-28,2023,2,4,0,0
118,12172.816298529908,2634.024771592836,59309.39897152673,9049.28179194726,91585.90488902784,2023-04-29,2023,2,4,0,0
119,12136.637374704202,2619.6822489827605,58776.13093125749,9493.34856054399,90052.96437137962,2023-04-30,2023,2,4,0,0
120,17225.272806996647,2870.854784269861,166908.00138919885,13868.119794886814,546733.7947628682,2023-05-01,2023,2,5,0,0
121,11247.22311083461,2600.46018463713,46913.53133152799,19467.11667645893,56162.9405972542,2023-05-02,2023,2,5,0,0
122,17323.283512178063,2871.6614990984326,169756.68836581902,79214.59334016762,843929.003499603,2023-05-03,2023,2,5,0,0
123,17000.188959017665,2865.639189036277,160481.75162139762,74727.00115666719,738021.8905505281,2023-05-04,2023,2,5,0,0
124,16737.136081274602,2849.7300649201434,153176.01301956837,44466.49313210624,497266.8962887068,2023-05-05,2023,2,5,0,0
125,11098.784554214724,2571.3127669444166,45087.05107031483,1648.145172374905,64697.64966375972,2023-05-06,2023,2,5,0,0
126,19100.144889487143,2970.004656647697,227308.17123745583,77881.31709465497,1224847.934413988,2023-05-07,2023,2,5,0,0
127,17077.78764587286,2880.140777017213,162687.57454620505,6057.225585072816,528127.5935585495,2023-05-08,2023,2,5,0,0
128,16519.316876798057,2837.029717135952,147293.51486710669,50790.62298254375,489327.5979457785,2023-05-09,2023,2,5,0,0
129,15742.254388248391,2793.709364525658,127557.13899154124,38596.45065246215,351176.58799903747,2023-05-10,2023,2,5,0,0
130,12500.876109607054,2635.058964143491,64173.09557141788,12741.32860397467,102098.78797180545,2023-05-11,2023,2,5,0,0
131,10807.342471856053,2547.716923314791,41663.08067248911,19275.0435201153,44903.21922176161,2023-05-12,2023,2,5,0,0
132,19538.21208578541,3001.450280610775,243266.0364609208,55709.61827213061,1165721.5480891075,2023-05-13,2023,2,5,0,0
133,13192.618677879876,2672.4320062886154,75327.60726392793,1158.499492469223,144755.86099705158,2023-05-14,2023,2,5,0,0
134,18121.56401383737,2915.5711843606264,194232.82839258865,81641.59990683006,1030582.2256172546,2023-05-15,2023,2,5,0,0
135,12359.3128047804,2634.438246250512,62045.95954907177,28801.606548313724,95514.69853235966,2023-05-16,2023,2,5,0,0
136,13710.980004882924,2700.8963384274584,84490.88315413841,5664.3513674786645,169873.28523985806,2023-05-17,2023,2,5,0,0
137,14717.731108564742,2758.821357982897,104361.88458645924,35330.40648940997,244320.91627033925,2023-05-18,2023,2,5,0,0
138,15679.313873553076,2804.76300098966,126050.62700213466,8225.0716926524,334646.5955829722,2023-05-19,2023,2,5,0,0
139,13078.340829861188,2662.6230815271474,73403.13750665677,37313.28256528759,138985.5715238371,2023-05-20,2023,2,5,0,0
140,17571.45204039371,2894.146904397397,177133.87345489682,24040.65746675913,606537.4233560329,2023-05-21,2023,2,5,0,0
141,14954.35712126238,2763.569941231514,109443.55055420412,25068.196401513604,255446.71439872627,2023-05-22,2023,2,5,0,0
142,14332.121230780833,2727.7299280417133,96415.34597887092,20023.63438376866,203551.10748277453,2023-05-23,2023,2,5,0,0
143,15998.493330213194,2825.2490379167584,133868.45091561653,15490.536972946653,366867.4858989834,2023-05-24,2023,2,5,0,0
144,18668.13828617494,2936.9838055962123,212265.71892194703,12258.620340739471,847800.9988614026,2023-05-25,2023,2,5,0,0
145,16077.66950281127,2808.8912767887023,135838.1509937302,61666.544130867616,491883.37802997255,2023-05-26,2023,2,5,0,0
146,17202.938138940804,2874.9993914890715,166267.00277994917,29057.015633335184,542961.0679529211,2023-05-27,2023,2,5,0,0
147,11656.611967744762,2587.8267322272623,52134.00394063981,25168.72486252534,68280.82225464782,2023-05-28,2023,2,5,0,0
148,12583.150651437169,2676.2798601658,65466.3453081021,7261.913103213664,109745.12665998803,2023-05-29,2023,2,5,0,0
149,13864.194806982214,2707.4893362427265,87344.6866525771,17530.067241321995,171534.2064924241,2023-05-30,2023,2,5,0,0
150,17280.170412074924,2877.203436675503,168507.24123308816,40173.92235957972,573260.677304725,2023-05-31,2023,2,5,0,0
151,12369.034501317825,2619.254656196872,62183.39464464643,6048.416764540098,102092.5155322807,2023-06-01,2023,2,6,0,0
152,14197.469669161006,2738.3122189122955,93750.38169362556,28679.10899531393,195940.5193514432,2023-06-02,2023,2,6,0,0
153,10458.612694472791,2536.4930656388324,37813.09041626065,13274.08998335508,39866.65264905818,2023-06-03,2023,2,6,0,0
154,14932.608882243376,2775.755210068632,108976.72903738766,40271.22267560706,272850.5234296544,2023-06-04,2023,2,6,0,0
155,19852.54123844096,3010.406127798933,255152.4262304588,80766.51822672845,1488590.0865889662,2023-06-05,2023,2,6,0,0
156,18694.70035249052,2938.101029007794,213175.5940024836,40020.85064713905,870329.6520903526,2023-06-06,2023,2,6,0,0
157,19599.831478775603,3002.5711537436464,245566.3523152908,106397.11803739789,1854934.254560565,2023-06-07,2023,2,6,0,0
158,12490.104057642144,2650.364256195637,64027.16399733528,19704.955182071484,98499.03495510342,2023-06-08,2023,2,6,0,0
159,10523.486529914124,2540.685340443743,38511.22982059314,10849.763781590333,42875.21587770166,2023-06-09,2023,2,6,0,0
160,11104.41299156953,2567.241001699694,45158.96058042858,18015.492742940747,52599.71525365865,2023-06-10,2023,2,6,0,0
161,15450.13441403785,2787.103852743307,120625.4999822687,6856.69964250108,311186.8742741625,2023-06-11,2023,2,6,0,0
162,16743.22626802585,2847.1105140022537,153337.62724468473,52568.98597771433,530040.200288317,2023-06-12,2023,2,6,0,0
163,13918.353666873129,2705.097606548035,88350.78469246291,3112.5669690579343,185609.66045975467,2023-06-13,2023,2,6,0,0
164,14812.213475481927,2752.4449296234743,106364.28288738929,32924.84017709489,248773.3002814334,2023-06-14,2023,2,6,0,0
165,17200.991152854138,2872.7697551528545,166212.59631152952,47404.99415782134,581455.5082443162,2023-06-15,2023,2,6,0,0
166,15383.926045592812,2796.012262322265,119099.18938381436,47460.81421869122,338196.0324048956,2023-06-16,2023,2,6,0,0
167,15841.725624496365,2803.043185884386,129977.27676546328,17232.297032843933,347405.5730620474,2023-06-17,2023,2,6,0,0
168,17475.098214202735,2878.8183701459143,174241.28274543092,47486.99226248757,630220.8672824396,2023-06-18,2023,2,6,0,0
169,10159.156703636712,2516.1335624578287,34700.91243953718,13647.564561805422,33802.63926894008,2023-06-19,2023,2,6,0,0
170,17282.319267124185,2867.8497489173737,168558.40575619985,65280.739929727824,697701.3997426826,2023-06-20,2023,2,6,0,0
171,14510.018616441725,2739.01454211475,100029.0944591822,47000.43954213679,257340.2724661749,2023-06-21,2023,2,6,0,0
172,16162.876381875089,2835.033644135574,138017.82429034737,9768.645387591332,391344.08759364585,2023-06-22,2023,2,6,0,0
173,15823.43162381674,2814.244516941196,129547.78142004252,21880.48957904192,344358.09273789544,2023-06-23,2023,2,6,0,0
174,19203.09336802384,2967.778192370845,230996.0749753442,16956.67341934243,987643.1978494456,2023-06-24,2023,2,6,0,0
175,18204.251858686777,2925.400641835543,196891.5655879397,25055.300894766955,735915.6896788268,2023-06-25,2023,2,6,0,0
176,17235.69975192691,2870.704627312727,167206.73453970236,16243.509943678357,547104.9974462915,2023-06-26,2023,2,6,0,0
177,11352.497807005902,2573.2036431616007,48200.45820256165,2867.246899460367,70519.57899217618,2023-06-27,2023,2,6,0,0
178,20045.638751057337,3006.007829241778,262640.99686247605,61314.67234040087,1366494.615885821,2023-06-28,2023,2,6,0,0
179,18746.99498436381,2954.633240913282,214970.61427347164,83357.5795846813,1200107.0124323235,2023-06-29,2023,2,6,0,0
180,16118.63749659982,2839.565430702341,136896.03480481685,27889.179452338565,382038.7750928903,2023-06-30,2023,2,6,0,0
181,11647.687358645511,2593.124996355884,52021.32671685675,7187.272661256549,75266.71096959058,2023-07-01,2023,3,7,0,0
182,15735.618849604058,2797.2326866787803,127395.795537553,52268.58918159485,396318.5973424939,2023-07-02,2023,3,7,0,0
183,18945.986175598035,2974.565961015085,221873.00336362087,23671.690122125525,916215.870849863,2023-07-03,2023,3,7,0,0
184,15000.256868736416,2761.3371761153744,110445.09061525347,19018.82300880341,259403.55818297705,2023-07-04,2023,3,7,0,0
185,11255.446836370576,2570.7259890508067,46992.7878861137,4599.908721130832,66054.96255416461,2023-07-05,2023,3,7,0,0
186,18470.717466159167,2938.3870542972327,205634.22947364167,97739.96829138156,1365900.5025102978,2023-07-06,2023,3,7,0,0
187,12965.76151963509,2661.307236045184,71539.79224679842,22578.14719509837,119753.41511538696,2023-07-07,2023,3,7,0,0
188,13300.13161105611,2670.1241486236872,77164.77045856528,38314.90049350269,152722.61749650913,2023-07-08,2023,3,7,0,0
189,18806.042663118013,2955.185189610094,216998.79793714324,15341.794370466108,881136.7856058207,2023-07-09,2023,3,7,0,0
190,12153.006186093156,2639.348837004725,59028.65023729085,28866.547523696903,87532.68947196753,2023-07-10,2023,3,7,0,0
191,11025.713271010727,2567.047264965501,44211.04210225624,1938.678895663871,62682.41857488162,2023-07-11,2023,3,7,0,0
192,11661.12608883763,2588.183157892458,52195.46993044613,10135.265771960492,73080.9799336066,2023-07-12,2023,3,7,0,0
193,16758.400587892927,2840.6644017909457,153754.41002602366,58415.64238402749,564232.2363995492,2023-07-13,2023,3,7,0,0
194,13454.9329884879,2689.579334648932,79880.08797208051,9146.26437719481,151671.65841252738,2023-07-14,2023,3,7,0,0
195,18858.24610805129,2944.651338081116,218795.4046541949,48591.3191803942,938965.6422377652,2023-07-15,2023,3,7,0,0
196,16393.72552009653,2834.355053067119,143976.90971506038,16863.866428057543,417463.6775849069,2023-07-16,2023,3,7,0,0
197,16279.420676288531,2823.786226480149,140996.9272868403,52795.1481656015,465742.80005019787,2023-07-17,2023,3,7,0,0
198,13367.61645569566,2700.5947794277017,78363.02229023876,7851.014615376564,147973.0097260479,2023-07-18,2023,3,7,0,0
199,16947.54599682392,2858.1405584107915,158993.53507303126,77402.81053972495,759368.8396595207,2023-07-19,2023,3,7,0,0
200,14383.483037495138,2737.681710443333,97456.19185367844,10833.234882048431,212073.091739485,2023-07-20,2023,3,7,0,0
201,15867.71934268762,2799.8216853741583,130618.50337392942,26507.141603067,350614.76922310673,2023-07-21,2023,3,7,0,0
202,13338.01395902633,2677.347255597792,77825.40706651195,7222.489063042015,146738.99096312103,2023-07-22,2023,3,7,0,0
203,16625.872644269475,2840.6341248798926,150155.06511441185,62714.17897889905,573459.2917504099,2023-07-23,2023,3,7,0,0
204,17547.118984111054,2886.943892461939,176403.89990510058,32037.541748718893,607092.9644541375,2023-07-24,2023,3,7,0,0
205,16560.076134141895,2836.506293008544,148380.89904388413,55818.75419381809,520034.0208155293,2023-07-25,2023,3,7,0,0
206,13885.725230202572,2716.7021083575305,87743.16431045027,20625.69550078521,172171.12174295651,2023-07-26,2023,3,7,0,0
207,11606.42981201497,2594.3765406398243,51482.49237536621,5158.252050961743,75696.1238530059,2023-07-27,2023,3,7,0,0
208,16039.071376573507,2815.475849022623,134873.53797186748,48260.74118660409,415004.6208186623,2023-07-28,2023,3,7,0,0
209,10718.577461942295,2547.131304118486,40664.87930481627,9909.037944820691,48002.335615976655,2023-07-29,2023,3,7,0,0
210,10495.214219977408,2525.96857398576,38195.4643043126,7935.435635415078,44534.560076385824,2023-07-30,2023,3,7,0,0
211,14798.575265857931,2762.7957825303565,106088.8920680396,50828.32406690267,296597.86405643536,2023-07-31,2023,3,7,0,0
212,12827.412582152305,2662.769077681229,69299.91534927796,23013.30935821159,113166.23712179664,2023-08-01,2023,3,8,0,0
213,10917.391269093128,2556.7560442020954,42935.51542341278,11806.7036700217,51272.847698206766,2023-08-02,2023,3,8,0,0
214,18909.553593709134,2963.2007177410464,220594.23690704763,97188.7971433381,1465264.7926371803,2023-08-03,2023,3,8,0,0
215,12702.617892137336,2678.3672672264483,67326.17253294392,9091.438004966432,113445.23978120124,2023-08-04,2023,3,8,0,0
216,17923.11988000424,2911.04754433132,187948.48712049745,12150.545881316144,679110.8766818407,2023-08-05,2023,3,8,0,0
217,20196.27611434892,3039.9256854043256,268607.841408798,130118.2029873399,2729732.4235094143,2023-08-06,2023,3,8,0,0
218,12597.02926063482,2650.554367979511,65663.94295126307,12523.270920113466,106368.69500206248,2023-08-07,2023,3,8,0,0
219,11588.873761188828,2586.477183638563,51247.13919546723,6992.221617500524,73450.4226995349,2023-08-08,2023,3,8,0,0
220,13708.084068751208,2689.422309058713,84433.06932834222,15971.259974744966,162343.7057239838,2023-08-09,2023,3,8,0,0
221,17742.669585580188,2894.0253845157035,182339.88581793776,22995.28117075969,639181.0353975537,2023-08-10,2023,3,8,0,0
222,13009.367417335176,2692.162535305401,72279.27921509999,18887.900137383607,122531.86073445508,2023-08-11,2023,3,8,0,0
223,17623.302604403296,2905.0793989553936,178716.01570878876,81598.16883978673,928766.7893613594,2023-08-12,2023,3,8,0,0
224,14321.96880068566,2734.781460148489,96213.52411682456,14388.729863992765,205057.96254947947,2023-08-13,2023,3,8,0,0
225,17611.5526986199,2896.054501206237,178345.43269358086,16544.66896565025,615030.2401074935,2023-08-14,2023,3,8,0,0
226,14139.22439022604,2713.743180611385,92595.6935655136,23034.7892376463,189326.80535160296,2023-08-15,2023,3,8,0,0
227,16972.768053440406,2861.7316760445165,159703.73326203742,21391.58868070242,502289.431878141,2023-08-16,2023,3,8,0,0
228,11040.394548609283,2565.584425878248,44388.22536570521,15019.81667419851,52214.82659655199,2023-08-17,2023,3,8,0,0
229,19841.06646565429,3027.868055896141,254730.15812190968,100942.74249052042,1815347.6158859327,2023-08-18,2023,3,8,0,0
